route_id,origin,destination,distance_nm,transit_days,transshipments,route_type,base_freight_usd
R983,New York,Sydney,8700,25,1,Standard,2445
R984,Dubai,Tokyo,4300,14,1,Recommended,1645
R985,Shanghai,Chennai,2800,8,0,Direct,1095
R986,Chennai,Rotterdam,8650,25,1,Recommended,1545
R987,Rotterdam,Tokyo,11300,32,2,Alternative,3245
R988,Tokyo,Hamburg,11200,33,3,Alternative,3045
R989,Sydney,Los Angeles,6500,18,0,Direct,2145
R990,Los Angeles,Chennai,8200,24,1,Standard,2145
R991,Hamburg,New York,3500,11,1,Recommended,1445
R992,Singapore,Sydney,3400,10,0,Direct,1445
R993,New York,Rotterdam,3400,10,1,Recommended,1395
R994,Dubai,Sydney,6500,18,0,Direct,2345
R995,Shanghai,New York,8600,25,2,Alternative,2545
R996,Chennai,Los Angeles,8200,23,1,Standard,2145
R997,Rotterdam,Singapore,8200,23,1,Standard,2195
R998,Tokyo,Los Angeles,4800,12,0,Direct,1845
R999,Sydney,Rotterdam,11500,36,2,Alternative,2845
R1000,Los Angeles,Shanghai,5700,15,0,Direct,1945
R1001,Chennai,Rotterdam,8652,24,1,Recommended,1512
R1002,Tokyo,Sydney,4862,13,0,Direct,1522
R1003,Sydney,Los Angeles,6502,18,0,Direct,2212
R1004,Hamburg,New York,3502,10,0,Direct,1312
R1005,Dubai,Shanghai,5102,15,1,Recommended,1712
R1006,Singapore,Los Angeles,7602,19,0,Direct,2412
R1007,Shanghai,Sydney,4302,12,1,Recommended,1512
R1008,Chennai,Singapore,1602,5,0,Direct,812
R1009,Hamburg,Tokyo,11202,31,2,Alternative,3112
R1010,Los Angeles,Rotterdam,7802,22,2,Alternative,2112
R1011,Rotterdam,Chennai,8653,25,1,Recommended,1523
R1012,Sydney,Tokyo,4863,14,0,Direct,1533
R1013,Los Angeles,Sydney,6503,19,0,Direct,2223
R1014,New York,Hamburg,3503,11,0,Direct,1323
R1015,Shanghai,Dubai,5103,16,1,Recommended,1723
R1016,Los Angeles,Singapore,7603,20,0,Direct,2423
R1017,Sydney,Shanghai,4303,13,1,Recommended,1523
R1018,Singapore,Chennai,1603,6,0,Direct,823
R1019,Tokyo,Hamburg,11203,32,2,Alternative,3123
R1020,Rotterdam,Los Angeles,7803,23,2,Alternative,2123
R1021,Chennai,New York,7504,20,1,Standard,1914
R1022,New York,Singapore,8304,23,1,Standard,2314
R1023,Dubai,Tokyo,4304,13,0,Direct,1514
R1024,Tokyo,Dubai,4305,14,1,Recommended,1615
R1025,Sydney,Chennai,4905,15,1,Recommended,1665
R1026,Chennai,Sydney,4906,16,2,Alternative,1616
R1027,Hamburg,Los Angeles,8206,22,1,Standard,2216
R1028,Los Angeles,Hamburg,8207,23,2,Alternative,2167
R1029,Singapore,Dubai,3207,9,0,Direct,1317
R1030,Dubai,Singapore,3208,10,1,Recommended,1368
R1031,Shanghai,Tokyo,1108,4,0,Direct,718
R1032,Tokyo,Shanghai,1109,5,1,Recommended,769
R1033,Rotterdam,Sydney,11509,33,1,Standard,2919
R1034,Sydney,Rotterdam,11510,34,2,Alternative,2860
R1035,New York,Tokyo,8510,24,1,Standard,2310
R1036,Tokyo,New York,8511,25,2,Alternative,2461
R1037,Shanghai,Chennai,2811,8,0,Direct,1061
R1038,Chennai,Shanghai,2812,9,1,Recommended,1112
R1039,Rotterdam,New York,3412,9,0,Direct,1262
R1040,New York,Rotterdam,3413,10,1,Recommended,1313
R1041,Dubai,Sydney,6513,17,0,Direct,2313
R1042,Sydney,Dubai,6514,18,0,Direct,2364
R1043,Shanghai,New York,8614,24,1,Standard,2414
R1044,New York,Shanghai,8615,25,2,Alternative,2565
R1045,Chennai,Los Angeles,8215,22,1,Standard,2115
R1046,Los Angeles,Chennai,8216,23,1,Standard,2166
R1047,Rotterdam,Singapore,8216,22,1,Standard,2166
R1048,Singapore,Rotterdam,8217,23,2,Standard,2217
R1049,Tokyo,Los Angeles,4817,11,0,Direct,1817
R1050,Los Angeles,Tokyo,4818,12,0,Direct,1768
R1051,Chennai,Rotterdam,8654,25,1,Recommended,1514
R1052,Tokyo,Sydney,4864,14,0,Direct,1524
R1053,Sydney,Los Angeles,6504,19,0,Direct,2214
R1054,Hamburg,New York,3504,11,0,Direct,1314
R1055,Dubai,Shanghai,5104,16,1,Recommended,1714
R1056,Singapore,Los Angeles,7604,20,0,Direct,2414
R1057,Shanghai,Sydney,4304,13,1,Recommended,1514
R1058,Chennai,Singapore,1604,6,0,Direct,814
R1059,Hamburg,Tokyo,11204,32,2,Alternative,3114
R1060,Los Angeles,Rotterdam,7804,23,2,Alternative,2114
R1061,Rotterdam,Chennai,8655,26,1,Recommended,1525
R1062,Sydney,Tokyo,4865,15,0,Direct,1535
R1063,Los Angeles,Sydney,6505,20,0,Direct,2225
R1064,New York,Hamburg,3505,12,0,Direct,1325
R1065,Shanghai,Dubai,5105,17,1,Recommended,1725
R1066,Los Angeles,Singapore,7605,21,0,Direct,2425
R1067,Sydney,Shanghai,4305,14,1,Recommended,1525
R1068,Singapore,Chennai,1605,7,0,Direct,825
R1069,Tokyo,Hamburg,11205,33,2,Alternative,3125
R1070,Rotterdam,Los Angeles,7805,24,2,Alternative,2125
R1071,Chennai,New York,7506,21,1,Standard,1916
R1072,New York,Singapore,8306,24,1,Standard,2316
R1073,Dubai,Tokyo,4306,14,0,Direct,1516
R1074,Tokyo,Dubai,4307,15,1,Recommended,1617
R1075,Sydney,Chennai,4907,16,1,Recommended,1667
R1076,Chennai,Sydney,4908,17,2,Alternative,1618
R1077,Hamburg,Los Angeles,8208,23,1,Standard,2218
R1078,Los Angeles,Hamburg,8209,24,2,Alternative,2169
R1079,Singapore,Dubai,3209,10,0,Direct,1319
R1080,Dubai,Singapore,3210,11,1,Recommended,1370
R1081,Shanghai,Tokyo,1110,5,0,Direct,720
R1082,Tokyo,Shanghai,1111,6,1,Recommended,771
R1083,Rotterdam,Sydney,11511,34,1,Standard,2921
R1084,Sydney,Rotterdam,11512,35,2,Alternative,2862
R1085,New York,Tokyo,8512,25,1,Standard,2312
R1086,Tokyo,New York,8513,26,2,Alternative,2463
R1087,Shanghai,Chennai,2813,9,0,Direct,1063
R1088,Chennai,Shanghai,2814,10,1,Recommended,1114
R1089,Rotterdam,New York,3414,10,0,Direct,1264
R1090,New York,Rotterdam,3415,11,1,Recommended,1315
R1091,Dubai,Sydney,6515,18,0,Direct,2315
R1092,Sydney,Dubai,6516,19,0,Direct,2366
R1093,Shanghai,New York,8616,25,1,Standard,2416
R1094,New York,Shanghai,8617,26,2,Alternative,2567
R1095,Chennai,Los Angeles,8217,23,1,Standard,2117
R1096,Los Angeles,Chennai,8218,24,1,Standard,2168
R1097,Rotterdam,Singapore,8218,23,1,Standard,2168
R1098,Singapore,Rotterdam,8219,24,2,Standard,2219
R1099,Tokyo,Los Angeles,4819,12,0,Direct,1819
R1100,Los Angeles,Tokyo,4820,13,0,Direct,1770
R1101,Chennai,Rotterdam,8656,26,1,Recommended,1516
R1102,Tokyo,Sydney,4866,15,0,Direct,1526
R1103,Sydney,Los Angeles,6506,20,0,Direct,2216
R1104,Hamburg,New York,3506,12,0,Direct,1316
R1105,Dubai,Shanghai,5106,17,1,Recommended,1716
R1106,Singapore,Los Angeles,7606,21,0,Direct,2416
R1107,Shanghai,Sydney,4306,14,1,Recommended,1516
R1108,Chennai,Singapore,1606,7,0,Direct,816
R1109,Hamburg,Tokyo,11206,33,2,Alternative,3116
R1110,Los Angeles,Rotterdam,7806,24,2,Alternative,2116
R1111,Rotterdam,Chennai,8657,27,1,Recommended,1527
R1112,Sydney,Tokyo,4867,16,0,Direct,1537
R1113,Los Angeles,Sydney,6507,21,0,Direct,2227
R1114,New York,Hamburg,3507,13,0,Direct,1327
R1115,Shanghai,Dubai,5107,18,1,Recommended,1727
R1116,Los Angeles,Singapore,7607,22,0,Direct,2427
R1117,Sydney,Shanghai,4307,15,1,Recommended,1527
R1118,Singapore,Chennai,1607,8,0,Direct,827
R1119,Tokyo,Hamburg,11207,34,2,Alternative,3127
R1120,Rotterdam,Los Angeles,7807,25,2,Alternative,2127
R1121,Chennai,New York,7508,22,1,Standard,1918
R1122,New York,Singapore,8308,25,1,Standard,2318
R1123,Dubai,Tokyo,4308,15,0,Direct,1518
R1124,Tokyo,Dubai,4309,16,1,Recommended,1619
R1125,Sydney,Chennai,4909,17,1,Recommended,1669
R1126,Chennai,Sydney,4910,18,2,Alternative,1620
R1127,Hamburg,Los Angeles,8210,24,1,Standard,2220
R1128,Los Angeles,Hamburg,8211,25,2,Alternative,2171
R1129,Singapore,Dubai,3211,11,0,Direct,1321
R1130,Dubai,Singapore,3212,12,1,Recommended,1372
R1131,Shanghai,Tokyo,1112,6,0,Direct,722
R1132,Tokyo,Shanghai,1113,7,1,Recommended,773
R1133,Rotterdam,Sydney,11513,35,1,Standard,2923
R1134,Sydney,Rotterdam,11514,36,2,Alternative,2864
R1135,New York,Tokyo,8514,26,1,Standard,2314
R1136,Tokyo,New York,8515,27,2,Alternative,2465
R1137,Shanghai,Chennai,2815,10,0,Direct,1065
R1138,Chennai,Shanghai,2816,11,1,Recommended,1116
R1139,Rotterdam,New York,3416,11,0,Direct,1266
R1140,New York,Rotterdam,3417,12,1,Recommended,1317
R1141,Dubai,Sydney,6517,19,0,Direct,2317
R1142,Sydney,Dubai,6518,20,0,Direct,2368
R1143,Shanghai,New York,8618,26,1,Standard,2418
R1144,New York,Shanghai,8619,27,2,Alternative,2569
R1145,Chennai,Los Angeles,8219,24,1,Standard,2119
R1146,Los Angeles,Chennai,8220,25,1,Standard,2170
R1147,Rotterdam,Singapore,8220,24,1,Standard,2170
R1148,Singapore,Rotterdam,8221,25,2,Standard,2221
R1149,Tokyo,Los Angeles,4821,13,0,Direct,1821
R1150,Los Angeles,Tokyo,4822,14,0,Direct,1772
R1151,Chennai,Rotterdam,8658,27,1,Recommended,1518
R1152,Tokyo,Sydney,4868,16,0,Direct,1528
R1153,Sydney,Los Angeles,6508,21,0,Direct,2218
R1154,Hamburg,New York,3508,13,0,Direct,1318
R1155,Dubai,Shanghai,5108,18,1,Recommended,1718
R1156,Singapore,Los Angeles,7608,22,0,Direct,2418
R1157,Shanghai,Sydney,4308,15,1,Recommended,1518
R1158,Chennai,Singapore,1608,8,0,Direct,818
R1159,Hamburg,Tokyo,11208,34,2,Alternative,3118
R1160,Los Angeles,Rotterdam,7808,25,2,Alternative,2118
R1161,Rotterdam,Chennai,8659,28,1,Recommended,1529
R1162,Sydney,Tokyo,4869,17,0,Direct,1539
R1163,Los Angeles,Sydney,6509,22,0,Direct,2229
R1164,New York,Hamburg,3509,14,0,Direct,1329
R1165,Shanghai,Dubai,5109,19,1,Recommended,1729
R1166,Los Angeles,Singapore,7609,23,0,Direct,2429
R1167,Sydney,Shanghai,4309,16,1,Recommended,1529
R1168,Singapore,Chennai,1609,9,0,Direct,829
R1169,Tokyo,Hamburg,11209,35,2,Alternative,3129
R1170,Rotterdam,Los Angeles,7809,26,2,Alternative,2129
R1171,Chennai,New York,7510,23,1,Standard,1920
R1172,New York,Singapore,8310,26,1,Standard,2320
R1173,Dubai,Tokyo,4310,16,0,Direct,1520
R1174,Tokyo,Dubai,4311,17,1,Recommended,1621
R1175,Sydney,Chennai,4911,18,1,Recommended,1671
R1176,Chennai,Sydney,4912,19,2,Alternative,1622
R1177,Hamburg,Los Angeles,8212,25,1,Standard,2222
R1178,Los Angeles,Hamburg,8213,26,2,Alternative,2173
R1179,Singapore,Dubai,3213,12,0,Direct,1323
R1180,Dubai,Singapore,3214,13,1,Recommended,1374
R1181,Shanghai,Tokyo,1114,7,0,Direct,724
R1182,Tokyo,Shanghai,1115,8,1,Recommended,775
R1183,Rotterdam,Sydney,11515,36,1,Standard,2925
R1184,Sydney,Rotterdam,11516,37,2,Alternative,2866
R1185,New York,Tokyo,8516,27,1,Standard,2316
R1186,Tokyo,New York,8517,28,2,Alternative,2467
R1187,Shanghai,Chennai,2817,11,0,Direct,1067
R1188,Chennai,Shanghai,2818,12,1,Recommended,1118
R1189,Rotterdam,New York,3418,12,0,Direct,1268
R1190,New York,Rotterdam,3419,13,1,Recommended,1319
R1191,Dubai,Sydney,6519,20,0,Direct,2319
R1192,Sydney,Dubai,6520,21,0,Direct,2370
R1193,Shanghai,New York,8620,27,1,Standard,2420
R1194,New York,Shanghai,8621,28,2,Alternative,2571
R1195,Chennai,Los Angeles,8221,25,1,Standard,2121
R1196,Los Angeles,Chennai,8222,26,1,Standard,2172
R1197,Rotterdam,Singapore,8222,25,1,Standard,2172
R1198,Singapore,Rotterdam,8223,26,2,Standard,2223
R1199,Tokyo,Los Angeles,4823,14,0,Direct,1823
R1200,Los Angeles,Tokyo,4824,15,0,Direct,1774
R1201,Chennai,Rotterdam,8660,28,1,Recommended,1520
R1202,Tokyo,Sydney,4870,17,0,Direct,1530
R1203,Sydney,Los Angeles,6510,22,0,Direct,2220
R1204,Hamburg,New York,3510,14,0,Direct,1320
R1205,Dubai,Shanghai,5110,19,1,Recommended,1720
R1206,Singapore,Los Angeles,7610,23,0,Direct,2420
R1207,Shanghai,Sydney,4310,16,1,Recommended,1520
R1208,Chennai,Singapore,1610,9,0,Direct,820
R1209,Hamburg,Tokyo,11210,35,2,Alternative,3120
R1210,Los Angeles,Rotterdam,7810,26,2,Alternative,2120
R1211,Rotterdam,Chennai,8661,29,1,Recommended,1531
R1212,Sydney,Tokyo,4871,18,0,Direct,1541
R1213,Los Angeles,Sydney,6511,23,0,Direct,2231
R1214,New York,Hamburg,3511,15,0,Direct,1331
R1215,Shanghai,Dubai,5111,20,1,Recommended,1731
R1216,Los Angeles,Singapore,7611,24,0,Direct,2431
R1217,Sydney,Shanghai,4311,17,1,Recommended,1531
R1218,Singapore,Chennai,1611,10,0,Direct,831
R1219,Tokyo,Hamburg,11211,36,2,Alternative,3131
R1220,Rotterdam,Los Angeles,7811,27,2,Alternative,2131
R1221,Chennai,New York,7512,24,1,Standard,1922
R1222,New York,Singapore,8312,27,1,Standard,2322
R1223,Dubai,Tokyo,4312,17,0,Direct,1522
R1224,Tokyo,Dubai,4313,18,1,Recommended,1623
R1225,Sydney,Chennai,4913,19,1,Recommended,1673
R1226,Chennai,Sydney,4914,20,2,Alternative,1624
R1227,Hamburg,Los Angeles,8214,26,1,Standard,2224
R1228,Los Angeles,Hamburg,8215,27,2,Alternative,2175
R1229,Singapore,Dubai,3215,13,0,Direct,1325
R1230,Dubai,Singapore,3216,14,1,Recommended,1376
R1231,Shanghai,Tokyo,1116,8,0,Direct,726
R1232,Tokyo,Shanghai,1117,9,1,Recommended,777
R1233,Rotterdam,Sydney,11517,37,1,Standard,2927
R1234,Sydney,Rotterdam,11518,38,2,Alternative,2868
R1235,New York,Tokyo,8518,28,1,Standard,2318
R1236,Tokyo,New York,8519,29,2,Alternative,2469
R1237,Shanghai,Chennai,2819,12,0,Direct,1069
R1238,Chennai,Shanghai,2820,13,1,Recommended,1120
R1239,Rotterdam,New York,3420,13,0,Direct,1270
R1240,New York,Rotterdam,3421,14,1,Recommended,1321
R1241,Dubai,Sydney,6521,21,0,Direct,2321
R1242,Sydney,Dubai,6522,22,0,Direct,2372
R1243,Shanghai,New York,8622,28,1,Standard,2422
R1244,New York,Shanghai,8623,29,2,Alternative,2573
R1245,Chennai,Los Angeles,8223,26,1,Standard,2123
R1246,Los Angeles,Chennai,8224,27,1,Standard,2174
R1247,Rotterdam,Singapore,8224,26,1,Standard,2174
R1248,Singapore,Rotterdam,8225,27,2,Standard,2225
R1249,Tokyo,Los Angeles,4825,15,0,Direct,1825
R1250,Los Angeles,Tokyo,4826,16,0,Direct,1776
R1251,Chennai,Rotterdam,8662,29,1,Recommended,1522
R1252,Tokyo,Sydney,4872,18,0,Direct,1532
R1253,Sydney,Los Angeles,6512,23,0,Direct,2222
R1254,Hamburg,New York,3512,15,0,Direct,1322
R1255,Dubai,Shanghai,5112,20,1,Recommended,1722
R1256,Singapore,Los Angeles,7612,24,0,Direct,2422
R1257,Shanghai,Sydney,4312,17,1,Recommended,1522
R1258,Chennai,Singapore,1612,10,0,Direct,822
R1259,Hamburg,Tokyo,11212,36,2,Alternative,3122
R1260,Los Angeles,Rotterdam,7812,27,2,Alternative,2122
R1261,Rotterdam,Chennai,8663,30,1,Recommended,1533
R1262,Sydney,Tokyo,4873,19,0,Direct,1543
R1263,Los Angeles,Sydney,6513,24,0,Direct,2233
R1264,New York,Hamburg,3513,16,0,Direct,1333
R1265,Shanghai,Dubai,5113,21,1,Recommended,1733
R1266,Los Angeles,Singapore,7613,25,0,Direct,2433
R1267,Sydney,Shanghai,4313,18,1,Recommended,1533
R1268,Singapore,Chennai,1613,11,0,Direct,833
R1269,Tokyo,Hamburg,11213,37,2,Alternative,3133
R1270,Rotterdam,Los Angeles,7813,28,2,Alternative,2133
R1271,Chennai,New York,7514,25,1,Standard,1924
R1272,New York,Singapore,8314,28,1,Standard,2324
R1273,Dubai,Tokyo,4314,18,0,Direct,1524
R1274,Tokyo,Dubai,4315,19,1,Recommended,1625
R1275,Sydney,Chennai,4915,20,1,Recommended,1675
R1276,Chennai,Sydney,4916,21,2,Alternative,1626
R1277,Hamburg,Los Angeles,8216,27,1,Standard,2226
R1278,Los Angeles,Hamburg,8217,28,2,Alternative,2177
R1279,Singapore,Dubai,3217,14,0,Direct,1327
R1280,Dubai,Singapore,3218,15,1,Recommended,1378
R1281,Shanghai,Tokyo,1118,9,0,Direct,728
R1282,Tokyo,Shanghai,1119,10,1,Recommended,779
R1283,Rotterdam,Sydney,11519,38,1,Standard,2929
R1284,Sydney,Rotterdam,11520,39,2,Alternative,2868
R1285,New York,Tokyo,8520,29,1,Standard,2320
R1286,Tokyo,New York,8521,30,2,Alternative,2471
R1287,Shanghai,Chennai,2821,13,0,Direct,1071
R1288,Chennai,Shanghai,2822,14,1,Recommended,1122
R1289,Rotterdam,New York,3422,14,0,Direct,1272
R1290,New York,Rotterdam,3423,15,1,Recommended,1323
R1291,Dubai,Sydney,6523,22,0,Direct,2323
R1292,Sydney,Dubai,6524,23,0,Direct,2374
R1293,Shanghai,New York,8624,29,1,Standard,2424
R1294,New York,Shanghai,8625,30,2,Alternative,2575
R1295,Chennai,Los Angeles,8225,27,1,Standard,2125
R1296,Los Angeles,Chennai,8226,28,1,Standard,2176
R1297,Rotterdam,Singapore,8226,27,1,Standard,2176
R1298,Singapore,Rotterdam,8227,28,2,Standard,2227
R1299,Tokyo,Los Angeles,4827,16,0,Direct,1827
R1300,Los Angeles,Tokyo,4828,17,0,Direct,1778
R1301,Chennai,Rotterdam,8664,30,1,Recommended,1524
R1302,Tokyo,Sydney,4874,19,0,Direct,1534
R1303,Sydney,Los Angeles,6514,24,0,Direct,2224
R1304,Hamburg,New York,3514,16,0,Direct,1324
R1305,Dubai,Shanghai,5114,21,1,Recommended,1724
R1306,Singapore,Los Angeles,7614,25,0,Direct,2424
R1307,Shanghai,Sydney,4314,18,1,Recommended,1524
R1308,Chennai,Singapore,1614,11,0,Direct,824
R1309,Hamburg,Tokyo,11214,37,2,Alternative,3124
R1310,Los Angeles,Rotterdam,7814,28,2,Alternative,2124
R1311,Rotterdam,Chennai,8665,31,1,Recommended,1535
R1312,Sydney,Tokyo,4875,20,0,Direct,1545
R1313,Los Angeles,Sydney,6515,25,0,Direct,2235
R1314,New York,Hamburg,3515,17,0,Direct,1335
R1315,Shanghai,Dubai,5115,22,1,Recommended,1735
R1316,Los Angeles,Singapore,7615,26,0,Direct,2435
R1317,Sydney,Shanghai,4315,19,1,Recommended,1535
R1318,Singapore,Chennai,1615,12,0,Direct,835
R1319,Tokyo,Hamburg,11215,38,2,Alternative,3135
R1320,Rotterdam,Los Angeles,7815,29,2,Alternative,2135
R1321,Chennai,New York,7516,26,1,Standard,1926
R1322,New York,Singapore,8316,29,1,Standard,2326
R1323,Dubai,Tokyo,4316,19,0,Direct,1526
R1324,Tokyo,Dubai,4317,20,1,Recommended,1627
R1325,Sydney,Chennai,4917,21,1,Recommended,1677
R1326,Chennai,Sydney,4918,22,2,Alternative,1628
R1327,Hamburg,Los Angeles,8218,28,1,Standard,2228
R1328,Los Angeles,Hamburg,8219,29,2,Alternative,2179
R1329,Singapore,Dubai,3219,15,0,Direct,1329
R1330,Dubai,Singapore,3220,16,1,Recommended,1380
R1331,Shanghai,Tokyo,1120,10,0,Direct,730
R1332,Tokyo,Shanghai,1121,11,1,Recommended,781
R1333,Rotterdam,Sydney,11521,39,1,Standard,2931
R1334,Sydney,Rotterdam,11522,40,2,Alternative,2870
R1335,New York,Tokyo,8522,30,1,Standard,2322
R1336,Tokyo,New York,8523,31,2,Alternative,2473
R1337,Shanghai,Chennai,2823,14,0,Direct,1073
R1338,Chennai,Shanghai,2824,15,1,Recommended,1124
R1339,Rotterdam,New York,3424,15,0,Direct,1274
R1340,New York,Rotterdam,3425,16,1,Recommended,1325
R1341,Dubai,Sydney,6525,23,0,Direct,2325
R1342,Sydney,Dubai,6526,24,0,Direct,2376
R1343,Shanghai,New York,8626,30,1,Standard,2426
R1344,New York,Shanghai,8627,31,2,Alternative,2577
R1345,Chennai,Los Angeles,8227,28,1,Standard,2127
R1346,Los Angeles,Chennai,8228,29,1,Standard,2178
R1347,Rotterdam,Singapore,8228,28,1,Standard,2178
R1348,Singapore,Rotterdam,8229,29,2,Standard,2229
R1349,Tokyo,Los Angeles,4829,17,0,Direct,1829
R1350,Los Angeles,Tokyo,4830,18,0,Direct,1780
R1351,Chennai,Rotterdam,8666,31,1,Recommended,1526
R1352,Tokyo,Sydney,4876,20,0,Direct,1536
R1353,Sydney,Los Angeles,6516,25,0,Direct,2226
R1354,Hamburg,New York,3516,17,0,Direct,1326
R1355,Dubai,Shanghai,5116,22,1,Recommended,1726
R1356,Singapore,Los Angeles,7616,26,0,Direct,2426
R1357,Shanghai,Sydney,4316,19,1,Recommended,1526
R1358,Chennai,Singapore,1616,12,0,Direct,826
R1359,Hamburg,Tokyo,11216,38,2,Alternative,3126
R1360,Los Angeles,Rotterdam,7816,29,2,Alternative,2126
R1361,Rotterdam,Chennai,8667,32,1,Recommended,1537
R1362,Sydney,Tokyo,4877,21,0,Direct,1547
R1363,Los Angeles,Sydney,6517,26,0,Direct,2237
R1364,New York,Hamburg,3517,18,0,Direct,1337
R1365,Shanghai,Dubai,5117,23,1,Recommended,1737
R1366,Los Angeles,Singapore,7617,27,0,Direct,2437
R1367,Sydney,Shanghai,4317,20,1,Recommended,1537
R1368,Singapore,Chennai,1617,13,0,Direct,837
R1369,Tokyo,Hamburg,11217,39,2,Alternative,3137
R1370,Rotterdam,Los Angeles,7817,30,2,Alternative,2137
R1371,Chennai,New York,7518,27,1,Standard,1928
R1372,New York,Singapore,8318,30,1,Standard,2328
R1373,Dubai,Tokyo,4318,20,0,Direct,1528
R1374,Tokyo,Dubai,4319,21,1,Recommended,1629
R1375,Sydney,Chennai,4919,22,1,Recommended,1679
R1376,Chennai,Sydney,4920,23,2,Alternative,1630
R1377,Hamburg,Los Angeles,8220,29,1,Standard,2230
R1378,Los Angeles,Hamburg,8221,30,2,Alternative,2181
R1379,Singapore,Dubai,3221,16,0,Direct,1331
R1380,Dubai,Singapore,3222,17,1,Recommended,1382
R1381,Shanghai,Tokyo,1122,11,0,Direct,732
R1382,Tokyo,Shanghai,1123,12,1,Recommended,783
R1383,Rotterdam,Sydney,11523,40,1,Standard,2933
R1384,Sydney,Rotterdam,11524,41,2,Alternative,2872
R1385,New York,Tokyo,8524,31,1,Standard,2324
R1386,Tokyo,New York,8525,32,2,Alternative,2475
R1387,Shanghai,Chennai,2825,15,0,Direct,1075
R1388,Chennai,Shanghai,2826,16,1,Recommended,1126
R1389,Rotterdam,New York,3426,16,0,Direct,1276
R1390,New York,Rotterdam,3427,17,1,Recommended,1327
R1391,Dubai,Sydney,6527,24,0,Direct,2327
R1392,Sydney,Dubai,6528,25,0,Direct,2378
R1393,Shanghai,New York,8628,31,1,Standard,2428
R1394,New York,Shanghai,8629,32,2,Alternative,2579
R1395,Chennai,Los Angeles,8229,29,1,Standard,2129
R1396,Los Angeles,Chennai,8230,30,1,Standard,2180
R1397,Rotterdam,Singapore,8230,29,1,Standard,2180
R1398,Singapore,Rotterdam,8231,30,2,Standard,2231
R1399,Tokyo,Los Angeles,4831,18,0,Direct,1831
R1400,Los Angeles,Tokyo,4832,19,0,Direct,1782
R1401,Chennai,Rotterdam,8668,32,1,Recommended,1528
R1402,Tokyo,Sydney,4878,21,0,Direct,1538
R1403,Sydney,Los Angeles,6518,26,0,Direct,2228
R1404,Hamburg,New York,3518,18,0,Direct,1328
R1405,Dubai,Shanghai,5118,23,1,Recommended,1728
R1406,Singapore,Los Angeles,7618,27,0,Direct,2428
R1407,Shanghai,Sydney,4318,20,1,Recommended,1528
R1408,Chennai,Singapore,1618,13,0,Direct,828
R1409,Hamburg,Tokyo,11218,39,2,Alternative,3128
R1410,Los Angeles,Rotterdam,7818,30,2,Alternative,2128
R1411,Rotterdam,Chennai,8669,33,1,Recommended,1539
R1412,Sydney,Tokyo,4879,22,0,Direct,1549
R1413,Los Angeles,Sydney,6519,27,0,Direct,2239
R1414,New York,Hamburg,3519,19,0,Direct,1339
R1415,Shanghai,Dubai,5119,24,1,Recommended,1739
R1416,Los Angeles,Singapore,7619,28,0,Direct,2439
R1417,Sydney,Shanghai,4319,21,1,Recommended,1539
R1418,Singapore,Chennai,1619,14,0,Direct,839
R1419,Tokyo,Hamburg,11219,40,2,Alternative,3139
R1420,Rotterdam,Los Angeles,7819,31,2,Alternative,2139
R1421,Chennai,New York,7520,28,1,Standard,1930
R1422,New York,Singapore,8320,31,1,Standard,2330
R1423,Dubai,Tokyo,4320,21,0,Direct,1530
R1424,Tokyo,Dubai,4321,22,1,Recommended,1631
R1425,Sydney,Chennai,4921,23,1,Recommended,1681
R1426,Chennai,Sydney,4922,24,2,Alternative,1632
R1427,Hamburg,Los Angeles,8222,30,1,Standard,2232
R1428,Los Angeles,Hamburg,8223,31,2,Alternative,2183
R1429,Singapore,Dubai,3223,17,0,Direct,1333
R1430,Dubai,Singapore,3224,18,1,Recommended,1384
R1431,Shanghai,Tokyo,1124,12,0,Direct,734
R1432,Tokyo,Shanghai,1125,13,1,Recommended,785
R1433,Rotterdam,Sydney,11525,41,1,Standard,2935
R1434,Sydney,Rotterdam,11526,42,2,Alternative,2874
R1435,New York,Tokyo,8526,32,1,Standard,2326
R1436,Tokyo,New York,8527,33,2,Alternative,2477
R1437,Shanghai,Chennai,2827,16,0,Direct,1077
R1438,Chennai,Shanghai,2828,17,1,Recommended,1128
R1439,Rotterdam,New York,3428,17,0,Direct,1278
R1440,New York,Rotterdam,3429,18,1,Recommended,1329
R1441,Dubai,Sydney,6529,25,0,Direct,2329
R1442,Sydney,Dubai,6530,26,0,Direct,2380
R1443,Shanghai,New York,8630,32,1,Standard,2430
R1444,New York,Shanghai,8631,33,2,Alternative,2581
R1445,Chennai,Los Angeles,8231,30,1,Standard,2131
R1446,Los Angeles,Chennai,8232,31,1,Standard,2182
R1447,Rotterdam,Singapore,8232,30,1,Standard,2182
R1448,Singapore,Rotterdam,8233,31,2,Standard,2233
R1449,Tokyo,Los Angeles,4833,19,0,Direct,1833
R1450,Los Angeles,Tokyo,4834,20,0,Direct,1784
R1451,Chennai,Rotterdam,8670,33,1,Recommended,1530
R1452,Tokyo,Sydney,4880,22,0,Direct,1540
R1453,Sydney,Los Angeles,6520,27,0,Direct,2230
R1454,Hamburg,New York,3520,19,0,Direct,1330
R1455,Dubai,Shanghai,5120,24,1,Recommended,1730
R1456,Singapore,Los Angeles,7620,28,0,Direct,2430
R1457,Shanghai,Sydney,4320,21,1,Recommended,1530
